Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Cpu Brand,Cpu Model,Cpu Rate,HD,SSD,HDD,Flash Storage,Hybrid,Gpu Brand,Gpu Model,Unnamed: 17,Price_euros
Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 8650U,1.9GHz,512.0,512,0.0,0.0,0.0,Intel,UHD Graphics 620,,1607.96
Dell,Inspiron 5570,Ultrabook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,1.0,0,1.0,0.0,0.0,AMD,Radeon 530,,663.0
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512.0,512,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,,2027.42
HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1304.0
MSI,GP72MVR 7RFX,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 1060,,1409.0
HP,Zbook 15,Workstation,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,0.0,0.0,0.0,Nvidia,Quadro M1200,,1738.27
Toshiba,Tecra A50-C-21G,Notebook,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6500U,2.5GHz,512.0,512,0.0,0.0,0.0,Nvidia,GeForce 930M,,1403.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,128.0,128,2.0,0.0,0.0,AMD,Radeon 530,,970.9
Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,999.0
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,2.0,0,2.0,0.0,0.0,Intel,HD Graphics 620,,557.37
Dell,Latitude 7480,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300U,2.6GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1427.0
HP,250 G6,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 520,,439.0
Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,945.0
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,6GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 940MX,,719.0
HP,250 G6,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,1.0,0,1.0,0.0,0.0,Intel,HD Graphics 620,,639.0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,8GB,No OS,Intel,Core i3 6006U,2GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce 920MX,,499.0
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,128.0,128,1.0,0.0,0.0,AMD,Radeon 530,,1085.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,No OS,Intel,Core i5 7300HQ,2.5GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,809.0
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,AMD,Radeon R7 M445,,899.0
HP,Elitebook 1040,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1750.0
Asus,ZenBook Flip,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,12GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,2.0,0.0,0.0,Nvidia,GeForce GT 940MX,,1099.0
Acer,Aspire 3,Notebook,15.6,1366x768,4GB,Windows 10,AMD,A9-Series 9420,3GHz,128.0,128,0.0,0.0,0.0,AMD,Radeon R5,,426.0
Asus,Rog Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,AMD,Ryzen 1700,3GHz,256.0,256,1.0,0.0,0.0,AMD,Radeon RX 580,,2199.0
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,4GB,Windows 10,AMD,A8-Series 7410,2.2GHz,128.0,128,0.0,0.0,0.0,AMD,Radeon R5,,489.0
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,256.0,256,0.0,0.0,0.0,Intel,UHD Graphics 620,,869.01
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,AMD,A9-Series 9420,3GHz,256.0,256,0.0,0.0,0.0,AMD,Radeon R5,,488.99
Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,8GB,Linux,Intel,Core i7 7700HQ,2.8GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,846.0
HP,Omen 17-w212nv,Gaming,17.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1191.0
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,Full HD 1920x1080,4GB,No OS,Intel,Core i3 6006U,2GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 520,,403.5
Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 1060,,1655.0
Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce 940MX,,1099.0
Asus,Zenbook Flip,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,1748.9
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,2282.0
Lenovo,Ideapad 510S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 620,,549.0
Dell,Precision 3510,Workstation,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6440HQ,2.6GHz,500.0,0,500.0,0.0,0.0,AMD,FirePro W5130M,,1369.0
Dell,Precision 5520,Workstation,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6820HQ,2.7GHz,256.0,256,0.0,0.0,0.0,Nvidia,Quadro M1200,,2135.0
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,2509.0
Asus,Rog GL753VD-GC042T,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1039.0
Asus,Rog GL753VE-GC070T,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,1.0,0.0,0.0,Nvidia,GTX 1050 Ti,,1591.0
Acer,Aspire 5,Notebook,15.6,IPS Panel 1366x768,12GB,Windows 10,Intel,Core i5 8250U,1.6GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce MX130,,693.99
MSI,Leopard GP72M,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,0.0,0.0,0.0,Nvidia,GTX 1050 Ti,,1349.0
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,8GB,Linux,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,AMD,Radeon R7 M445,,778.87
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,Full HD 1920x1080,4GB,Windows 10,AMD,A9-Series 9420,3GHz,256.0,256,0.0,0.0,0.0,AMD,Radeon 520,,499.0
Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,256.0,256,0.0,0.0,0.0,AMD,Radeon RX 550,,1229.56
Lenovo,ThinkPad L470,Notebook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,938.0
Dell,Precision M5520,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,0.0,0.0,0.0,Nvidia,Quadro M1200,,2712.0
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,1.0,1,0.0,0.0,0.0,Intel,HD Graphics 620,,2625.0
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1529.0
Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,256.0,256,1.0,0.0,0.0,AMD,Radeon RX 550,,1144.5
Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,8GB,Linux,Intel,Core i7 7700HQ,2.8GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,,879.0
MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 1070,,2249.0
Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,1873.0
Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6500U,2.5GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 520,,1747.0
Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7600U,2.8GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics,,1680.0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 520,,409.0
Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512.0,512,0.0,0.0,0.0,Nvidia,Quadro M1200,,1925.0
Lenovo,Thinkpad T470p,Ultrabook,14.0,IPS Panel Full HD 2560x1440,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512.0,512,0.0,0.0,0.0,Nvidia,GeForce GT 940MX,,1943.0
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,1.0,0,1.0,0.0,0.0,AMD,Radeon 520,,469.0
Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,789.01
Asus,ZenBook Flip,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,928.0
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,4GB,Linux,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,AMD,Radeon R5 M430,,598.9
Dell,Latitude 3380,Notebook,13.3,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 520,,689.0
HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1500.0
Dell,Inspiron 3567,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,1.0,0,1.0,0.0,0.0,Intel,HD Graphics 620,,539.95
Lenovo,ThinkPad E480,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,256.0,256,0.0,0.0,0.0,AMD,Radeon RX 550,,1215.38
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512.0,512,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1899.0
HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7820HQ,2.9GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 630,,1427.0
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,8GB,Linux,Intel,Core i3 7100U,2.4GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce 940MX,,597.0
Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,16GB,Windows 10,Intel,Core i7 7820HK,2.9GHz,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 1070,,2799.0
Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128.0,128,1.0,0.0,0.0,Nvidia,GTX 1050 Ti,,1159.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,256.0,256,2.0,0.0,0.0,AMD,Radeon 530,,1142.4
Dell,Latitude 5480,Ultrabook,14.0,Full HD 1920x1080,8GB,Linux,Intel,Core i7 7600U,2.8GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1099.0
HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,12GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 1070,,1999.0
Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1010.0
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7130U,2.7GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 620,,599.0
Lenovo,Thinkpad T570,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 7600U,2.8GHz,512.0,512,0.0,0.0,0.0,Nvidia,GeForce 940MX,,2445.0
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7820HQ,2.9GHz,512.0,512,0.0,0.0,0.0,Nvidia,Quadro M2200M,,2449.0
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,AMD,Ryzen 1600,3.2GHz,256.0,256,1.0,0.0,0.0,AMD,Radeon RX 580,,1695.0
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,16GB,Chrome OS,Intel,Core i7 7Y75,1.3GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 615,,2199.0
Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,24GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,2382.0
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,4GB,Linux,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,559.0
Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,8GB,Windows 10,AMD,A6-Series 9220,2.5GHz,1.0,0,1.0,0.0,0.0,AMD,Radeon R4,,519.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 8250U,1.6GHz,256.0,256,0.0,0.0,0.0,AMD,Radeon 530,,749.0
Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1429.0
HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1099.0
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7440HQ,2.8GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce 930MX,,1179.0
Acer,Aspire ES1-572,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,441.8
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Xeon E3-1505M V6,3GHz,1.0,0,1.0,64.0,0.0,Nvidia,Quadro M620,,1993.0
MSI,GV62 7RD-1686NL,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1027.74
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,16GB,Windows 10 S,Intel,Core i7 7660U,2.5GHz,512.0,512,0.0,0.0,0.0,Intel,Plus Graphics 640,,2589.0
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 620,,589.0
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6820HQ,2.7GHz,256.0,256,0.0,0.0,0.0,Nvidia,Quadro M620,,1975.0
HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7820HQ,2.9GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,1534.0
Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1345.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,128.0,128,1.0,0.0,0.0,AMD,Radeon 530,,979.0
Dell,Alienware 17,Notebook,17.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.7GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce GTX 1060,,2046.0
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,8GB,Windows 10 S,Intel,Core i7 7660U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,Plus Graphics 640,,1799.0
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,8GB,Windows 10,Intel,Core i3 6006U,2GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,639.9
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce 940MX,,544.0
Asus,Pro P2540UA-AB51,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,1.0,0,1.0,0.0,0.0,Intel,HD Graphics 620,,749.0
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,8GB,No OS,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,AMD,Radeon R7 M460,,799.0
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7820HQ,2.9GHz,256.0,256,0.0,0.0,0.0,Nvidia,Quadro M2200M,,2090.0
Acer,Aspire 5,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,500.0,0,500.0,0.0,0.0,Nvidia,GeForce GTX 940MX,,469.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,2.0,0,2.0,0.0,0.0,AMD,Radeon 530,,759.0
HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,12GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce GTX 1060,,1699.0
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,12GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1858.0
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,512.0,512,0.0,0.0,0.0,Intel,UHD Graphics 620,,1999.0
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,AMD,FirePro W4190M,,1154.0
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,8GB,Chrome OS,Intel,Core i5 7Y57,1.2GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 615,,1275.0
Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,256.0,256,0.0,0.0,0.0,Intel,UHD Graphics 620,,1841.85
Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,12GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128.0,128,1.0,0.0,0.0,Intel,HD Graphics 530,,1299.0
Dell,Latitude E5470,Notebook,14.0,1366x768,8GB,Windows 10,Intel,Core i3 6100U,2.3GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 520,,740.0
Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,0.0,0.0,0.0,Nvidia,Quadro M1200,,2408.0
Lenovo,Thinkpad T470,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,180.0,180,0.0,0.0,0.0,Intel,HD Graphics 620,,1364.0
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,1.0,0,1.0,0.0,0.0,AMD,Radeon 520,,675.0
Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1672.0
Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,512.0,512,0.0,0.0,0.0,Nvidia,GeForce 940MX,,1262.0
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,1.0,0,1.0,0.0,0.0,Intel,HD Graphics 620,,586.6
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 8250U,1.6GHz,128.0,128,0.0,0.0,0.0,Intel,UHD Graphics 620,,726.0
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2.0GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 520,,565.0
Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,256.0,256,0.0,0.0,0.0,Intel,UHD Graphics 620,,1049.0
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6820HQ,2.7GHz,512.0,512,0.0,0.0,0.0,Nvidia,Quadro M620,,2338.0
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512.0,512,0.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1899.0
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,1798.0
Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,,512,0.0,0.0,0.0,Intel,HD Graphics 620,,1950.0
Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce 940MX,,1011.99
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,32GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,2799.0
Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1350.0
Acer,Aspire 5,Notebook,15.6,1366x768,8GB,Windows 10,AMD,A10-Series 9620P,2.5GHz,1.0,0,1.0,0.0,0.0,AMD,Radeon RX 540,,579.0
Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,24GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 965M,,1269.0
Lenovo,Thinkpad X260,Ultrabook,12.5,IPS Panel 1366x768,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,180.0,180,0.0,0.0,0.0,Intel,HD Graphics 520,,1099.0
